Session_ID,time_afternoon,time_evening,time_morning,time_night,time_wee_hours
4fo576p1kf4i1frb6s4c07q3pp,0,0,1,0,0
4fvnea8pcvh9fg7ei2tjsf1p27,0,0,0,1,0
4h1710vfqecf0h4r5ns5tkv72t,0,0,1,0,0
4h65el6r17t2u33da36n7m6shg,0,0,0,1,0
4j64bd6drdkbib7sfpaue62poi,1,0,0,0,0
4kucqihoo9s9u56h2aqnk8kbj5,0,0,1,0,0
4m80gpjmc7m39n63ksnr40i6fo,1,0,0,0,0
4mae49mh8va4g03vjatfn6np9b,0,0,0,1,0
4oi16je8fib5nuimua9kvsjd46,0,0,0,1,0
4siqhlcume2me7ialjagodfeaa,0,0,1,0,0
4ukoj19oqv7bp3taide1nnapgc,1,0,0,0,0
520pmodf6t9q95sb811308fdi0,0,0,1,0,0
526le3v55eugl2o3nt6s26dour,0,1,0,0,0
54r7mtopia1m3eq3mdblr3uuet,1,0,0,0,0
55vbvsikr2l9bfeklmh8cumi5k,0,0,1,0,0
5764gbg3t8mtql9553lu8kf2gi,0,0,1,0,0
5765skheqscehsp8fhs535nic1,0,0,0,0,1
59phgq1j4hsfskn63mgd5nrnmb,1,0,0,0,0
5a8tebqtg7ehm75oojeu75uho6,0,0,0,1,0
5c21arc60f2e89ghcan6ek4rv3,0,0,0,1,0
5ee4b4pb3sfijdhpp5hcdvlctl,0,0,1,0,0
5f7no8vabec3n4d414fgkvsql1,0,0,1,0,0
5hv5h86d5hnph965gtsjskmtu0,1,0,0,0,0
5ke7d1qpke4gbknkauee4runq1,0,1,0,0,0
5kiungtfda52ttssukpf21bhqs,0,1,0,0,0
5n0umenmhi0prg00139sh2111v,0,0,1,0,0
5nbijh1gp9uis7ai7bt3rp6h0n,0,0,0,1,0
5ptb5f621vhkd415d67ae0cokh,0,0,1,0,0
5rj1tnibe9ls6e30nstentpfoh,0,1,0,0,0
5rr9dand0l9k30j3bb7jhskidi,1,0,0,0,0
5t832mbt4eh6u8rj4k6sml78rk,0,1,0,0,0
601c5bov228724sv354hsjijb0,1,1,0,0,0
610qgeukfa2eaqtesji37lfrh7,0,1,0,0,0
62fp2u5etekvin0lrlmmq7ras2,0,0,1,0,0
62q04bbiebmir78qdenosuf5bd,1,0,0,0,0
64grp6p1ob94ga6d6grls0ocg0,0,0,1,0,0
656v65u3buefq447rk141pj08c,0,1,0,0,0
65gksr107mc8mcoqq7ko7h6as3,1,0,0,0,0
65jksu5rbgasntdo5kcspn140b,1,0,0,0,0
66vt430cgmgpus1k96japf46pf,0,0,1,0,0
68mcd2js4qfa1818b4peqjofl1,0,0,0,1,0
69pb8jcum0600139r70m1aqbrf,0,1,0,0,0
6b9dbucrdeusmi946v4oe5ru7n,0,0,0,0,1
6bgfb172kqce8p3ljrdgfglht5,0,0,0,1,1
6bvij40r8omc5phrrhkh2o7g8v,1,0,0,0,0
6ds21stjan6svv71du7l1ifafd,1,0,0,0,0
6e0vtib8kcudasn4gkb7b52lmi,0,1,0,0,0
6epdcnda98fpecfs85jtpdm8bs,0,1,0,0,0
6erlvu5i411jk2mgv75rv363e7,0,1,0,0,0
6g7u329js521monmac550kdf1k,0,0,1,0,0
6gftqgk6qqkipsecbrvk0mtr5h,1,0,0,0,0
6i6kr6b4j4e7mkn12n3q2vq4ih,1,0,0,1,0
6lcui4c7j8o108b1hvo672e4f7,0,0,0,0,1
6mihesnd25t81o8q64jlaod935,0,0,1,0,0
6ntd0tthl2oaq1l21tho6bflst,0,1,0,0,0
6ogn97v63ghf0kg1eidoro9533,1,0,1,0,0
6qoppolmcso7602lo56rb0i1iu,0,1,0,0,0
6qtudktna9fih04v7vq9a6q8b4,0,0,0,0,1
6rb2dgd25a6v043offbhmlehl8,1,0,0,0,0
6rm870g54tcodidn4igk93cg9t,0,0,0,1,0
6t1t0stce6afdl4ob3hl152fnj,0,0,0,1,0
6u394qqsput7repda5hc5j6m2f,0,0,0,0,1
6uoqnd2dvamqempceg9ptlc0v1,0,0,1,0,0
708cr8afimpf1psblgnd2tjugn,0,0,0,0,1
7104paf2tksmr2e4k28l2a0g4f,1,0,0,0,0
71fsq0ll4usu4432hcl6r4g6p0,0,0,0,0,1
720ua9gtve32n6s1glmvebjltk,0,0,1,0,0
73jcbd2j5ic2n99vkl17qleu1a,1,0,0,0,0
7428dqv0aoerlt7uj52th5qac2,1,0,0,0,0
74fas23ijrgep58og1ia8giv9r,0,0,0,1,0
75ufmqjcbcd722b8qt9sdvphdi,0,0,0,1,0
76150kjid2p1e830ilbabbocir,0,1,0,0,0
777aid4b8r0bh5do5ujttgh7me,1,0,0,0,0
77ac9gmq9m61tv68pqdpg1holt,1,0,0,0,0
79dekskk8s6nltekcg3hqcsbfi,1,0,0,0,0
7a9emfkn0ri8ntg4k0uotsi07v,1,0,0,0,1
7amjk40eui04f3oru7ovm5jhu0,0,0,1,0,0
7babhjgm6kamr41o51smo0enra,0,0,0,0,1
7d804ketrrcjbcq99t5lfc1fsl,1,0,0,0,0
7dg3853c6l0blec3okri7u3299,1,0,0,0,0
7e7nf7k4fcjagt3nasaihu4scq,0,0,1,0,0
7el564n2rvpqj7hl5gn3b8uk8j,0,0,0,1,0
7f2bg9n48opuf4ligvtc1dsopr,0,0,0,1,0
7fk29hdm43m3g5jcsn40ilqq72,1,0,0,0,0
7gce60ae3b26e071uuothvl8ov,1,0,0,0,0
7ijkbba54hddp8bflnqkq3ttkv,0,0,1,0,0
7iqofp00r9lg7coi2l06ripgic,0,0,0,1,0
7jbhkuigmbeo5m7ei6h4eefrmk,1,0,0,0,0
7jtk8r1ak181fhbf582hjhvbdq,0,0,1,0,0
7kngo9h919lcnfm73ip8dkdb2o,0,0,0,0,1
7njpagdcao6g5djp50o4pagroc,0,0,1,0,0
7nobos194e12uk0c7gi4e04c25,1,0,0,0,0
7onurvslijk8fm97iohvhcoq52,1,0,0,0,0
7pud1e7uibqa7cove5uuolsd6e,0,0,1,0,0
7r2rm6dnna7k51md8e5m4ufpgs,1,0,0,0,0
7rgj8vp869l5hv128476ipugq0,1,0,0,0,0
7s2ruv2tf2bpptvc3g6ujkpsbr,0,0,1,0,0
7sov66c85ju4dba6tlq2svq2cn,0,0,0,1,0
7t04jne512skpddsh6v4p3k3th,1,0,0,0,0
7viehtkjnmi6q1dque68cpudao,1,0,0,0,0
820l2cbf9vie0l802j6kaufmki,1,0,0,0,0
83okvnom28kpisse1fr9h2i6hk,0,0,1,0,0
84krefftcpohr12qe014h5agg4,0,1,0,0,0
84orvi6aecg0lm1spno79lgb65,0,0,0,0,1
84q2klr0foifmc69684fjvafqa,1,0,0,0,0
880j5rsogs8l7oi3cn1i75bevn,0,0,0,0,1
88j94n7gilr6j67l1e7rvb1kma,0,0,0,0,1
89vshcu5jgp79ebb68f7jjkqc5,0,0,0,1,0
8c91pr6as5t1m4labd9cask130,0,0,1,0,0
8cb1ubgg1ej1ggamv29nhq36f0,0,1,0,0,0
8forhp13m9505blrakpubb02r5,0,0,0,0,1
8h83euesdq85f0shmjm34alpln,0,0,0,1,0
8hj8u6nem85dat2rjgu8v7urhl,0,0,0,1,0
8ikvavmgf5jc51c5goirm6gd5i,0,0,1,0,0
8is1s1cv7tu0c13vcqka04ck8m,0,0,1,0,0
8kvar6qgj9j0r4qj5fcpkr3os4,1,0,0,0,0
8oqno6g9fregnngrc9a87c837b,0,0,0,0,1
8rgi5ent4bhdjhmsndl461qiid,0,0,1,0,0
8sbj7j6lh3n546om3rt30fk64n,0,0,0,1,1
8srapvmong540puc7nb8gttr9s,1,0,0,0,0
8u4qvgq4v27s61p19tufp3e89i,0,1,0,0,0
8ulhfbi2gtqm0lc3eeuufouv34,0,0,1,0,0
90ik2tbaupftoca4fbfiboo5ck,0,0,1,0,0
91cef4hvkkter0mpdcq2cc9ecu,0,1,0,0,0
9483162ejuaclv2j9gfosa4r5a,1,0,0,0,0
97hf7ciplt2k54f5j6109nekn0,1,0,1,0,1
9bvku70nb705599io3hdlhe0g6,0,1,1,0,0
9cau4s7eh4qcl6etgpmfvcrdos,1,0,0,0,0
9cuovso04bhmsmeovv59e513qh,1,0,0,0,0
9d2pb34kuqc935tsagi9jfmotr,0,1,0,0,0
9dsc15b0dug768h29lutm2sklo,1,0,0,0,0
9hdhd3r1imn0bdlevf1s4g2ks4,1,0,0,0,0
9p655jhvg3ttm1ols48nr8d8n0,0,0,0,1,0
9ppkomphkbu1dv8o483g64jqsv,1,0,0,0,0
9ps9ql7hbv7pcbs8mjr50e0rt8,0,0,0,1,0
9pvtp90v03esqdog93a196fpsr,1,0,0,0,0
9sha96b0pmg0a7sknb0nm584ep,0,0,1,0,0
9sohj8hb76hucpg28n02gctf8m,0,0,1,0,0
9u9n60vrj29l7tvlt893mdhi07,0,0,1,0,0
9ucesp41db4848uq9h8of7fcgd,0,0,0,1,0
a1cgh1mg2ljn1lrb41ud03f67i,1,0,0,0,0
a34090clmlpq3indvrjji6j8c0,0,0,0,0,1
a3a1dk266amo3634m4p2tpog6g,1,0,0,0,0
a3novvctivmjtfh19pehjqing5,0,0,0,1,0
a511chc13vi6tde0dr4780cr9n,0,1,0,0,0
a6umhii4ghq2rprh6c082kt10l,0,1,0,0,0
a8duimjme0djns231vj9sjarrg,1,0,0,0,0
a9iq1g2efd77vvh3t2enf44bqt,1,0,0,0,0
abj6g3lq8sffehp74cediejsmd,1,0,0,0,0
ad9scp2lb57iibuqakamfu5hjg,0,0,1,0,1
adk13b9499iaidviol33qkfpr5,0,0,1,0,0
ahbbi2bs6905fsso0trskkuuo4,0,0,1,0,0
ahpte8dp0s8io8sd28orasfpkj,0,0,0,1,0
aj9b410e48gia1a4u0s5e0on3v,1,0,0,0,0
ajpjcn74cv2ta0boepifbre3pe,0,0,0,1,0
akniekteebr1v6m9uetbh65sha,1,0,0,0,0
alj7kd9jmvubmb2khqu59nl9ho,1,0,0,0,0
and5p55791q2tuvb9das9ssr3f,0,0,1,0,0
ap7lk8nq9ssv9uftnfbf676nop,0,1,0,0,0
aq1vgpqsqkke9um243ql2chuco,1,1,0,0,0
aqn61ppbjkhm8841j1ofqp0u0a,0,0,0,1,0
as0na0kr8o0gfoe8do6a6cjsfi,1,0,0,0,0
aukl3llmaggljgm2dv21pgl802,1,0,0,0,0
auss0hbmmf507a7eqq1i2ls24f,1,0,0,0,0
av66aadi59rs6j2njfq9ka2ab9,1,0,0,0,0
b29vltsdmop45jv4bjp64gc73o,1,0,0,0,0
b2tqckppgs0lkh4tin04e659js,1,0,1,0,0
b3avd2j0387kff1fs4hseklo4t,0,0,1,0,0
b5iup8c3aosskl3hm3tmuu4lhi,1,0,0,0,0
b6hfnt250mbc1h2qub8slvg0j4,0,0,0,1,0
b9k26s8r31dauqokj6svvbedc6,0,1,0,0,0
bbli24ej1fcvboee6g2vnfq26j,0,0,1,0,0
bbvicd8c0b0onlrtpspn8slmo3,0,1,0,0,0
bcrlv1ivvsjdhl98i1bu38cdq3,0,1,0,0,0
bdc60f7qbpi1sk4b33k13c7adi,0,1,0,0,0
bdnrcfsa6rd1fuorjjjmi0o20s,1,0,0,0,0
bdsf9dba41deu2j4744onppg6k,0,0,0,1,0
bhgacl77180d93ov5a5fbbau9v,1,0,0,0,0
bj6pjladhtcnsmhgc24o31pif2,0,0,1,0,0
bk67nh5a0hl3v89n2cc6up95ht,0,1,0,0,0
bl68qvemb1fdbu18lst67s7pa5,0,1,0,0,0
bmffbdlnb9nv70j14hil43n3jl,1,1,0,1,0
brrlh9tmiodt2ekkjvn7kcsps0,0,1,0,0,0
bthk3e1tfcka1m2l41sqtfpbr0,1,0,0,0,0
c0dk2v6mvdlnfaro53euc4u2dh,0,0,1,0,0
c4icboll633l807dsum9a4jf6f,0,0,0,1,0
c4jthmvc4kk57hh14pugnmmj9j,1,0,0,0,0
c6c2qo9e5n0m9d1708ejkbtt41,0,0,1,0,0
c7rlbj17lequj24elhrere5g13,0,0,1,0,0
c8pak86q4cmlspi7lnj1ked06d,0,0,1,0,0
c9ig849lkl7b7cnikpc1b8vdi7,0,0,0,1,0
caouro53ha6k4ktgr087r3mm3e,0,1,0,1,0
capa6qv5o85v96iqab45773l3v,1,0,0,0,0
cceljn2e7ecb19s42bpvsokrq0,0,0,0,0,1
cecisqp58si6pvi4rmpmptpv4g,0,0,0,1,0
chdnpom18arqc6pe09283f122h,1,0,0,0,0
cj930a7kr4t6e8p778bj4ilhu2,0,0,0,1,0
ck0vis16184tm6572eohin19d2,1,0,0,0,0
ckd9e55t8j4kp0pe110ie8pkn1,1,0,0,0,0
clg8qr4r0tfrp2aoistrcutn2s,1,0,0,0,0
cmf8pvjupq0vghfst3ciguemms,1,0,0,0,0
cmtn6a23es1vk1v038j2pd0cqa,1,0,1,0,0
coom33f4pfor5m2sifo3jphip8,0,0,1,0,0
cp0fsmlkqai46gpcgkf8uhel89,1,0,0,0,0
cplv14bimptr0q91k4v96bbjpj,0,0,1,0,0
cpsdqcel0k0qkdbmen6e7naqtk,0,0,1,0,0
cqifhegb8rual6rgoa4kp17cgp,0,0,1,0,0
crv8slnnov42i8mci4ppsrou68,0,0,1,0,0
cs2g8i2bgh2nc7i5eiq23jp9lv,0,0,0,1,0
cs3aihfburr5c7u1gvh6hho6qi,0,0,0,1,0
ct6bddia53ch2jdj6ohppojv6k,1,0,0,0,0
ctv63c2o1vk1lmv4ne945ice99,0,0,1,0,0
cuopc1ldihiqtmik2jg0e8is86,0,0,1,0,0
cupcde8stlaqucrpahgnsiv0b2,0,0,0,1,0
d0fqf9div7sivpkmojq2vkl5rj,0,0,0,1,0
d2gu953a647hob8hnceg6kh73b,0,1,0,0,0
d2kr30adn4nnke33ank1mejhat,1,0,0,0,0
d30cg3kv9lg5tfrldsqj031l1k,1,0,0,0,0
d46m49a9l5vmcfitmoov0nnifn,0,0,0,1,0
d56qe8tlbmju1frcr1t6l1flja,0,0,0,1,0
d5rks36vj7pirvrp0qp1ferae2,1,0,0,0,0
d5srkhubf3bpjjqoo5j9r7vbbi,1,0,0,0,0
d6ouj448p4o7p49lstgcp3uqi6,0,0,1,0,0
d6pjskm59p8eml8i5sl3ui4qfp,0,1,0,0,0
d7em9di62egju3ahonmu647oeh,0,0,0,1,0
d7ourvq3bntmee5hjnv5it7v7f,0,0,1,0,0
d8b1l12au9le8la2r9g56rbqjk,1,0,0,0,0
dathp4f9v59rcb8gv8qr01htqg,0,0,1,0,0
db1eh088lv5ga1nen3ikagrlld,0,0,1,0,0
dbn8q2b8536v57emen9grsk56f,1,0,0,0,0
de7gpp1pje9dbdb5d32fnr7v9t,0,1,0,0,0
dft8qvdauujqen81pdjev9po2o,0,0,1,0,0
dhn1bd8uiaa3qnajsd3vg6kgc3,0,0,1,0,0
djtvhvvtqtj6v5ganfrvre7094,1,0,0,0,0
dne20ji4gjh7i5k19nueps0biu,1,0,0,0,0
dp87e0dcv2hm9opt9qqkjugi92,0,0,0,0,1
dplgo3sid3ccoh1p28kt7oal82,1,0,0,0,0
dpmpsl8ejt2b9e49o7ulf939f7,0,0,0,1,0
dpo8vpnhg6ca53pj9di78t9513,1,0,0,0,0
dpt66d4mu55mfh94hban355h18,0,0,1,0,0
dr09rk5eagjuu87gedvdqmq3gl,0,1,0,0,0
drqump4j37osof75tituohlhtk,0,0,0,0,1
dtm7bbi1ss4amp6ted7imor964,0,1,0,0,0
dtovhiq1irov1bbn82d6uaqjkr,0,0,0,1,0
dtte64c3b0pc9n7nr1nm179kt1,0,0,1,0,0
dufvrtn3u77g2pc3hc6to751ld,1,0,0,0,0
e0d54kstbj2pvv6qvr976476op,0,0,0,1,0
e6gudnuuemb1m5k727006diuuq,0,0,0,1,0
e7i1hudnqbm6kqnah699qbek4m,1,0,0,0,0
e8jmubonei35n62lcbcj9h2t8f,0,1,0,0,0
ea6o9mrlbajljrpf2s0rgb58g2,0,0,1,0,0
eaco6jibk68tptehc26jin808r,1,0,0,0,0
eb755astnc2v6cch658lgfrhfh,0,0,0,1,0
ebas262pt4detu2qrnao3ms6g3,0,0,1,0,0
ebnjc41jpisf779951hm4okh7p,1,0,0,0,0
edeshbkv1db1cllm5gipdkkklo,1,0,0,0,0
edf3nbd2agsd9js7ursttbmnls,0,0,0,1,0
ee08lt86nhiiffr0pmc5b127tt,0,0,0,0,1
eea0f7tis6b1ofoe8gqcs1nb54,0,0,0,1,0
efv4a0sofko479l05cmopqs3ml,0,1,0,0,0
ei15k59g1d79phsjoos1i12d30,0,0,0,1,0
ekgb1bqqcjo0i087koh3cqo2nr,0,1,0,0,0
elrsng5u5rasfrr7j91ad8dmgl,0,0,1,0,0
eoj0v25cg7p78ojpr26s9tea94,1,0,0,0,0
eojfrtvrp3d9tbsv570shra6ck,0,0,0,1,0
epkng315sbnblftuspjvd4sbbj,0,0,1,0,0
ermoth088r1kr5d5d3cqjlalqa,0,0,1,0,0
etn6pa3m0ge0k9arhbqbk697bp,1,0,0,0,0
etqkn9r76ak4hsapgckaq1hhvm,0,0,1,0,0
euj4q1fvb0h7sgca0ngnkb88gs,1,0,0,0,0
ev7egii8jia9kq6jfcvp3ccego,0,0,1,0,0
f0prqiag90373knljtlksmsp9g,0,0,0,1,0
f76c77gidobkhj3onqhf4s3n4d,1,0,0,0,0
f8mmn03rdoojfjb50ma70ii8pg,0,1,0,0,0
f8vvptugepi32i09gotgtjb50d,0,1,0,0,0
f9gd6pgmkcgvpb3lfnmr1rp86k,1,0,0,0,0
fas9mgeiptj5suoafcgt3cb6a6,0,0,1,0,0
fbg765mj84vj3htic0b4dq1n3r,0,0,1,0,0
fc5gps8fqlfqk15jevt6s2jf9n,0,0,1,0,0
fhiu23ij9g1dlfl0rrq5vr8ofa,0,0,0,0,1
fhob1hm9t3bm6ea9fm9fppec77,1,0,0,0,0
fnfnrgeld9b5gltnk0l910b7hp,0,1,0,0,0
fo6m1rcfdn34q1l8ch8h5tpn9l,1,0,0,0,0
foe78l2si3v0pbi9u3v9nhrgq3,0,0,1,0,0
fqf1qhnskah73laqhn8vaf3rfm,1,0,0,0,0
frtjedek895v147inuk52afh9v,0,0,0,0,1
fsjvbae9a6rr1ka25ldsvbdtuu,1,0,0,0,0
fsnt8h9aa411ltni8e4ang4vhs,0,0,1,0,0
ft8u3nl9jdblj7li54daecevaq,0,1,0,0,0
funl6b42rjdgtlcmoviv6alomi,0,1,0,0,0
g0tasn4quqqhmjj1cvsj5skoif,0,0,1,0,0
g150gc5ebqqebuj9u1rmjmdkg5,0,0,1,0,0
g2gh9qmk9krld14h5uojlg7g10,0,0,1,0,0
g6c743l75fivr6eeqb8lgi5u41,0,1,0,0,0
g6qvdvs8dvcr93euju3r3u2clg,1,0,0,0,0
g78cgc2minsta2tcg6hq9dvdg2,0,0,0,0,1
g7hkch1qhb40st6ahs0koe4cml,0,0,0,1,0
g7q3oi1lvdqbljh6ili0al2co9,1,0,0,0,0
g7v2e1jd1n4d06b3o6d72eckh1,0,0,1,0,0
gdgkjv2q26qm9bla312nld988n,0,0,1,0,0
ge787tj6erl5q3dnclfvdsqkbd,0,0,1,0,0
gfdhriv71s2e4co6clm2sf5cbf,0,0,1,0,0
ggik7ranc9tpounf2576ulu1pf,0,0,0,1,0
