session_id,entropy,clicks_count,durations,click_frequency,speed_cv,hover_frequency,avg_hover_duration,acceleration_mean,acceleration_std,acceleration_skewness,acceleration_pos_neg_ratio,direction_change_frequency,idle_active_ratio,label,session_duration,request_count,time_afternoon,time_evening,time_morning,time_night,time_wee_hours
0p0kaqfmftrtfg0u12rkshrdi9,3.12192809488736,10,210507,4.750435852489466e-05,1.4207866554139956,0.5274741955069824,905.9280575539568,-266.4061535899121,4303.748546623086,-0.0214262912080263,0.94467382328654,0.0708184666969641,0.3371126948435535,human,211.0,157,0,0,0,157,0
0pcr6mashfodserb90cq3p04uf,2.4956029237290105,14,278649,5.024241967493154e-05,0.2558501611008545,4.030144167758847,1099.4471544715448,-5.848439270024117,649.4002032578985,0.1356201508920549,0.9888223552894212,37.67449536965916,1.7636895611207537,moderate_bot,280.0,194,194,0,0,0,0
0sejj3er3n0v1sfjv2jbnhaav4,2.3709505944546665,10,88499,0.0001129956270692,0.1725929981149332,3.9076034648700673,417.98522167487687,-0.0841822167901853,472.1051861597643,0.2622646579867893,0.9979767324228628,24.58047726250759,0.0,moderate_bot,89.0,97,97,0,0,0,0
0ucre4qu5jiho5kbjq61hr495f,3.408694969562838,20,1606000335246,1.2453297524957543e-11,0.5151935697165674,0.27189305539821,980.7083333333334,-110.49856343315076,2685.9554804640097,-0.0026309988009314,0.9135924733845012,0.2630120820488267,10752257.47758496,advanced_bot,338.0,373,0,373,0,0,0
0uhr32hgcllradm0p6b15371gi,4.196439344671009,40,1595001051127,2.507835337897533e-11,1.39528107365604,2.9073890228336405,3903.443902439024,-216.5960097961804,3143.21653862028,-0.0278757846512658,0.943778801843318,1.4957254753561746,9042313.894168137,human,1061.0,2447,0,0,2447,0,0
0vkricl80bt5v7n2s6bbhvlvk3,2.845350936622434,11,1606000134172,6.849314496272587e-12,0.5137156606214177,0.1966568338249754,2685.714285714286,-106.0235891355613,2758.5511907155487,0.0308731684896183,0.9172413793103448,0.2268574889279731,13114914.84056314,advanced_bot,137.0,158,0,158,0,0,0
124nsuu4makfggp1h3ametehri,2.419381945646369,9,1606000083843,5.6039847634776496e-12,0.2793804709723111,3.9271485486624926,416.31400966183577,-22.978421894309623,556.8959101207088,0.0746170322217107,0.9196044711951848,11.842648654185275,17584390.76011431,moderate_bot,96.0,114,0,0,114,0,0
16r8lv9fabgjk06di8usnmu9ni,2.816340113853405,18,427428,4.21123557651815e-05,0.5121986062551365,0.8173230018044794,2399.2077922077924,-14.269594253311958,1211.0637622823117,-0.3298730513060139,1.0161290322580645,0.2661968185618404,1.7065595258448738,advanced_bot,431.0,273,273,0,0,0,0
1afcff96kgdbmevi5aemi5mkuj,2.866247897312728,15,422112,3.553559244939732e-05,0.5135895127979109,0.9002155445670089,1838.12676056338,-2.264026827521332,1196.2324467972153,-0.165210398715322,1.0133085731971525,0.2624421897009146,2.170889641754494,advanced_bot,425.0,261,0,261,0,0,0
1aqgqrcuurlmvvbbpirvsh7e53,3.2516291673878195,12,310202,3.868447011947054e-05,1.323954447852276,0.4284894210267345,659.6698564593302,-168.24973639598795,4454.341017922962,0.0320726720726868,0.9172749391727494,0.0320184595875631,0.1365833104332692,human,311.0,206,0,0,206,0,0
1c1h9oumn2pa0pb04v8f6fn515,2.299896391167889,11,1606000108455,6.849314605951173e-12,0.5157766331365816,0.306689668391796,2283.625,-99.72532389499334,2738.726206577585,0.0028069899499201,0.92018779342723,0.2536902472309098,18283450.6382814,advanced_bot,111.0,136,136,0,0,0,0
1g4h4vh4d2uv360aoo55b086hd,2.7086949695628397,20,1606000383443,1.2453297151226886e-11,0.5205413423857034,0.1837303598580841,2358.7241379310344,-135.02750434959734,3042.538941304581,0.0200785331338269,0.9118430273300632,0.2365381004972291,5935859.13935223,advanced_bot,387.0,426,0,426,0,0,0
1gpqg899dn1eafk0j474koislc,2.706890595608516,15,1606000273649,9.339973501946195e-12,0.5159826284343124,0.2140928977008284,980.2608695652174,-123.9629753441518,2953.835215565449,0.0436667622983691,0.9038422025888638,0.2316401356065078,8745752.864517078,advanced_bot,276.0,304,304,0,0,0,0
1hv0rajig2vijia10tvjvhq12e,3.852168723603276,17,1606009611367,1.0585241756760082e-11,1.4443183379900055,2.235965746907707,2055.9751773049647,-119.48132183077897,3407.5279325060933,-0.0240118666296352,0.9201306952259938,1.1459667745227198,5808457.0602434045,human,9623.0,795,209,0,586,0,0
1j8bfg4kkf15a9oj1igr147ol2,4.359377914716113,34,1606002303744,2.1170579843339797e-11,1.4459281631642484,3.736263736263736,13798.392156862745,-222.34029524588956,3733.715107624514,0.0746541597993259,0.845437616387337,0.8545089065795511,15511084.714020804,human,2316.0,1816,0,0,1816,0,0
1jtqu9bvu7bii5p6kcsbgqbqa3,2.8522170014624795,16,1606000450111,9.962637307414295e-12,0.5014558474969116,0.1727473742399115,1938.68,-81.85729475962378,2552.655367624464,0.0946996214997912,0.9402577710386656,0.2281160258355988,6553952.592271561,advanced_bot,452.0,482,0,482,0,0,0
1m7s5287lpll34gm0amdciqvb5,1.9362600275315265,11,1606000031108,6.849314935822859e-12,0.5890847568159441,3.624733475479744,436.0147058823529,-43.43265508601738,630.4176148634301,-1.8942900166677397,0.9603841536614646,14.097065285045328,48472775.50332005,moderate_bot,38.0,62,0,0,62,0,0
1mvlnshabcf3gbr9subps50a00,3.8868421881310073,24,1606001045020,1.4943950425450142e-11,1.952788824705983,5.454545454545454,7710.55,-147.21527796847462,2209.354212131537,-0.1835287950186231,0.8048780487804879,1.474583240147622,18407731.675652757,human,1104.0,1135,0,1135,0,0,0
1nbs17btpqhl48dfu2nklqhffq,1.9749375012019252,9,1606000252819,5.603984173852008e-12,0.5256324373531464,0.2139979859013091,7595.588235294118,-112.9055509152619,2982.3740595917056,0.0785280822028977,0.9159316427783905,0.2308793593581617,11555204.618009135,advanced_bot,255.0,276,276,0,0,0,0
1nufffs0sri7c3ere47b9i5srv,2.3709505944546665,10,1606000031176,6.226649941393501e-12,0.4307841833940147,3.8764044943820224,420.5217391304348,-24.311407409815185,674.1545161826593,0.1062249669403834,0.9626865671641792,18.127274671341837,51922019.98787624,moderate_bot,35.0,57,0,0,57,0,0
1onh1ot5pr6j6g739m8cp5dfj0,2.565448371820823,13,1606000125721,8.09464444728095e-12,0.2454886751108357,3.9181365288811096,416.9381443298969,-18.004422285125987,485.88577289073913,-0.1412161818419478,0.9004276114844227,8.64523121147858,12578419.301858569,moderate_bot,132.0,159,0,0,159,0,0
1r170g6lqfoff21od5nn9f976a,3.095795255000931,11,445151,2.4710716139018e-05,1.3174299067726138,0.4196642685851319,817.781954887218,-126.2861801842486,4397.581737591296,0.0564680671681296,0.914275335997094,0.0219043054136885,0.2077459438927776,human,448.0,273,0,0,0,273,0
1sijirkrahu3j2dp0qmb78691l,3.341446071165518,20,1606000435893,1.2453296744517511e-11,0.5084411270050594,0.1477347340774786,1683.3703703703704,-82.51874605668283,2682.031204506765,0.0608222338888655,0.9340340703153316,0.2260550215399208,5192168.834642691,advanced_bot,438.0,476,0,476,0,0,0
1ttvuqau08dh4t1cjg50pr2298,2.6703397002311045,19,586952,3.237061974403358e-05,0.5132130745194413,0.8755837224816544,2128.457142857143,-3.6359438986864343,1160.502130219257,-0.2093436607168518,1.015698267074414,0.2647780560844646,1.898084737645101,advanced_bot,592.0,348,348,0,0,0,0
1u41k0lehrsbt97q0pe4knpa6c,2.217021885879716,14,42733,0.0003276156600285,0.2097752325252775,3.8015206082432975,422.2105263157895,-1.8989516860660696,566.7990520305009,0.1056351893801093,1.0369230769230768,35.823861354470296,0.0,moderate_bot,43.0,85,85,0,0,0,0
20054o9vd2q32sqnc3g6kj17om,2.8731406795131305,13,419206,3.101100652185322e-05,0.5183861453370666,0.8680974198215577,1717.6805555555557,-1.5026625113729757,1173.0235606947667,-0.1977240008842721,1.0020870602265952,0.2365200713702341,2.017151164882936,advanced_bot,425.0,268,268,0,0,0,0
26v7bi8e0oc7p58e3s9v8eic9f,3.452819531114779,16,494731,3.234080742868347e-05,1.358207304552014,0.4378531073446327,1009.8458781362008,-166.12960510285848,4411.017933895577,0.0422760896739471,0.9041976980365606,0.0342841318436619,0.3073733668766648,human,495.0,317,0,0,317,0,0
27479tfiqfgi99u7r4vq0q33db,3.0086949695628387,20,1606000189119,1.2453298658060155e-11,0.2433123866420761,3.929058663028649,417.4398148148149,-20.815082838416732,557.7935219975697,0.6595093520637545,0.9281620957838724,11.464647415948733,8466489.883071765,moderate_bot,195.0,232,0,0,232,0,0
2cod58pj6b57pun9fl0vhiqoia,2.8225797618424893,15,1606000261975,9.339973569838369e-12,0.5490276761033344,0.3117595710188303,3113.56,-180.46080888976417,3428.4701231405884,0.0530502210078562,0.8931255218480378,0.2619234941802936,11138932.28414679,advanced_bot,265.0,294,294,0,0,0,0
2h80p3ff9jpfboaddjevmi55rs,3.5724312513221155,18,1606000249070,1.1207968373867569e-11,0.5263584002027804,0.2020396382528382,1323.857142857143,-123.79459660945638,3036.0917311647604,0.0722175686894618,0.8920335429769392,0.2489679910291088,9099098.99983003,advanced_bot,251.0,287,287,0,0,0,0
2ing4ldnnd40og2ej20qnsesbb,4.2484952555254045,33,1606001277429,2.054792886144445e-11,1.531783228047941,2.559200789343858,1049.7506024096383,-48.36969535093043,3009.5424393238545,0.0917199179256626,0.9201933902907478,1.5215869570010363,2019547.201810047,human,1292.0,1684,0,0,0,0,1684
2j54lp7l4tosj8qtp2jaq0654a,3.69011651759366,17,1606000399528,1.0585302472525076e-11,0.5046982022901476,0.1556362558363596,2546.3809523809523,-89.68432724667873,2776.741456870564,0.1239193245192857,0.9046701974000962,0.2169552001849194,7011141.735340342,advanced_bot,402.0,436,0,436,0,0,0
2k97re4f45gl0ktl40bav6lfqf,2.7254805569978653,9,1606000076758,5.603984788200085e-12,0.5371187422087773,0.3112033195020747,1139.25,-157.89712512112325,2732.4478669158816,-0.0678955632753506,0.9081929110981988,0.2529535528237825,23988409.234028887,advanced_bot,79.0,100,100,0,0,0,0
2l614ncb4kp7p6q9b0a5ln3ao6,3.26393342948563,17,1606000277885,1.0585303274285803e-11,0.5104362052501661,0.2034776174620791,3257.8636363636365,-116.66376654238944,2713.7168908002354,-0.0418678035708931,0.9129730823719896,0.2302645828333502,8793688.34017226,advanced_bot,281.0,312,312,0,0,0,0
2ojc0m4iu85a1fggs34ppevk2k,2.749999999999998,8,1606000761173,4.981317688888836e-12,1.2463300372705015,1.6872160934458145,2632.788461538461,-194.6938804912248,3240.81797095258,0.0287130126075981,0.9524838012958964,1.859608970993172,21851241.379593726,human,1513.0,1467,0,0,1467,0,0
2s8fa1s8oe1rqsf0ddm7m9q7da,2.8163075192246416,17,232498,7.311890854975096e-05,0.1990949919257625,3.878624739997553,709.8990536277603,1.2284438400094149,530.8256602964301,0.2037824657262115,0.9940138626339003,28.17930685494342,0.7130079204273346,moderate_bot,233.0,179,179,0,0,0,0
2vhdk7kkt7dtos2hn1fnlkf9ee,3.026986833359284,13,1606000092025,8.094644617117266e-12,0.2946482690426978,3.9456781060745088,405.90232558139536,-18.47763460834696,647.0957198449735,0.7282492903251042,0.9354191736863215,18.087390059975693,17031114.10344864,moderate_bot,98.0,123,0,0,123,0,0
30jcp3kes0o21ej00145hji0gi,2.7534343861887822,14,1606000092008,8.717309587757024e-12,0.3004326604172277,3.863381858902576,421.71014492753625,-16.777723193250576,617.1123076855004,1.2186970898142502,0.933305192064162,13.282770996058549,17368358.43642597,moderate_bot,97.0,124,0,0,124,0,0
36m3d3mt4dfs9shoptldptokbe,2.92192809488736,10,1606000170453,6.22664940140033e-12,0.5234354113610153,0.166689818030282,988.25,-155.61525960562162,3114.775260921197,0.0598876638302639,0.907537381751602,0.2065415718682771,13097801.655876884,advanced_bot,173.0,195,195,0,0,0,0
36rja5utab0pakj5136bi7rkop,4.773876560199213,186,1606005738339,1.1581527734288743e-10,1.4788991280956152,3.758169934640523,6219.107023411371,-252.29615956286048,3476.4621132780017,0.161808256105687,0.7648827420324714,0.7065545868134961,7159184.381847117,human,5759.0,2189,0,0,2189,0,0
37f112qml42d33pentjpilckno,3.180832987205437,13,1606000133339,8.094644408884314e-12,0.2762252496289429,3.962879357913218,407.243670886076,-14.925522291722013,554.2601948651093,0.2361646889128461,0.9287145720011452,14.075747211723002,11831703.939250167,moderate_bot,142.0,168,0,0,168,0,0
38n32l6uepd8e4gvce8gaaeiuq,3.824862957617351,28,1606001392022,1.7434605062668858e-11,1.2360100737237432,2.4846625766871164,1915.888888888889,-189.32775549074756,3866.746795159374,0.0378436782417012,0.9028974158183242,0.5605951734495549,21009959.649162743,human,1410.0,1442,0,1442,0,0,0
3ctnavj7r6jrdpq5q0n8s7s4l1,3.024397470347696,16,337059,4.746943413467672e-05,0.5136259552255256,0.9201497192763568,2625.169491525424,-2.8537649909321154,1164.4080462083336,-0.0759072727748663,1.009284332688588,0.2895140181480566,2.1295809695360304,advanced_bot,344.0,214,214,0,0,0,0
3d46kbg48go8hu4srfkogn5p27,3.221928094887359,20,1606000346232,1.2453297439769564e-11,0.5225075790858016,0.21700800217008,2213.40625,-112.47032720621932,2821.9578539321974,0.0524997067184411,0.904726405248248,0.2294388478656202,6392269.15587424,advanced_bot,349.0,384,0,0,0,384,0
3dlhqa29pdkpur5c0fh3a1gcga,4.308270834535253,36,1606000891640,2.2415927778992624e-11,1.4293328596969352,6.834361651637399,5728.791666666667,-294.28144979527514,3168.6491900657124,0.0477176673614773,0.8093385214007782,0.7110891450946243,16414562.487735078,human,901.0,960,960,0,0,0,0
3e1l4pk01sc0ailn31s1mk5482,2.4996981431844123,13,1606000133288,8.094644409141367e-12,0.2771945509774107,3.975089439512389,422.5633333333333,-33.69242528565479,587.1233608429771,0.4294949473904424,0.8759312320916905,7.896296988932351,12175429.296713544,moderate_bot,138.0,163,0,0,163,0,0
3io4o9tlg7fa20l20kbidpqh7f,2.7516291673878204,12,1606000227585,7.471979015871516e-12,0.5197407144778153,0.2812939521800282,2136.4,-126.20000551798954,2888.725215319955,-0.0710733033125467,0.931207004377736,0.2478383019519538,12737843.937659124,advanced_bot,230.0,255,0,255,0,0,0
3n5tfsl313lu7d2r708qdqtqe0,2.7516291673878204,12,1606000207370,7.471979109922598e-12,0.5127756611733961,0.1894178557898724,972.3333333333334,-94.812335467419,2802.89067438551,0.0328067370032868,0.9150290617215612,0.2418097172709942,11829961.41350354,advanced_bot,210.0,234,32,202,0,0,0
3nc17617gvarormtprojm161k4,2.413799564605678,14,1606000167821,8.71730917624686e-12,0.5150943551368506,0.3568104250698107,2075.391304347826,-108.95621501933223,2832.7063582266373,0.0716603347749906,0.9182346903865892,0.2472002578381199,14476685.478100182,advanced_bot,171.0,198,198,0,0,0,0
3p31i0ob3gn1isfdhbjeuc5j0p,5.431047597503818,262,1606004732354,1.6313775091806468e-10,1.4213733177212722,2.9098794694639167,5360.495667244368,-293.1615458175736,3315.0117657146425,0.0699053906057996,0.7985603419187943,0.8814365085802303,3259975.762795777,human,4762.0,3864,1230,0,2634,0,0
3p6scp5rnqun6k08tnudv5gacg,2.8453509366224337,11,1606000233569,6.849314072361495e-12,0.5283314422605222,0.1648532805802835,1120.4,-146.5893749636544,3084.986497124345,0.0557337203264506,0.8951301832208293,0.2223399936513401,10333290.941635568,advanced_bot,236.0,261,261,0,0,0,0
3p8qp6np717jbhmhu8329s9nb6,2.584962500721154,12,1606000098224,7.471979617728689e-12,0.2650528998984964,3.921220723917672,422.6561085972851,-25.64425634434427,532.2351179587827,1.0190950108369816,0.8989169675090253,7.366643291154675,16497683.553442838,moderate_bot,103.0,126,0,0,126,0,0
3qfgfasvf42im2b2pba7hlhvdq,2.3219280948873604,10,172209,5.806897432770645e-05,0.2478161952514694,3.9023162134944616,1060.6193548387096,-7.502184366704871,583.0976232990455,-0.125194551891666,1.001918158567775,29.721592727649377,1.6228182399707576,moderate_bot,178.0,130,130,0,0,0,0
3r9cb69qg00fac5os9au9a745h,2.413088436425756,11,1606000062110,6.849314803604644e-12,0.3037104119328397,3.888582460011032,420.6382978723405,-34.79084327613673,626.8071505284971,0.1983809723543587,0.8808664259927798,9.370940317458786,25806244.27356869,moderate_bot,68.0,91,0,0,91,0,0
3uqepgd76f9ecnauehcl4sucbh,3.260828171224452,19,287828,6.601164584404575e-05,0.4903766673468704,0.272628135223555,1060.0,-8.919099649425863,1175.5778514792175,-0.0449773209298664,1.0076045627376429,0.2444129317818742,0.8712609303383936,advanced_bot,289.0,225,225,0,0,0,0
453lvg24j5relktbluq4s08um3,2.815922063835164,15,1606000315833,9.339973256617824e-12,0.5216483945715188,0.2002612102742708,4138.869565217391,-120.50332146208504,2910.4869409019657,0.0763511464074575,0.9094910065059318,0.2523191960222495,8172072.069477873,advanced_bot,318.0,351,351,0,0,0,0
49rbuft0lmtfjd3qn70np3lk51,3.5778195311147787,16,438815,3.646183471394552e-05,1.3009899121098858,0.4431923026229076,862.9553903345725,-122.04954015047582,4487.490590740586,0.0747603046098506,0.9176555195972672,0.0326095507505538,0.2531556281556281,human,439.0,286,0,0,286,0,0
49smdeovekeq8fgrnfejp533r3,2.947702779220087,9,1606000071738,5.603984805716898e-12,0.2835545091405694,3.976234003656308,432.7816091954023,-36.0384277449231,640.3840798942022,0.2348314862741081,0.8781896966779008,14.142986552408187,20435689.840051915,moderate_bot,83.0,103,0,0,103,0,0
4bnqt73v1q2ofhu8uj797irb7a,2.3219280948873604,10,1606000203655,6.226649272672318e-12,0.5071929540890295,0.2202643171806167,869.6842105263158,-112.06823745630928,2728.1669350858224,-0.0449354293149532,0.9298515104966718,0.2364374016731929,10924501.606337028,advanced_bot,207.0,228,0,228,0,0,0
4fo576p1kf4i1frb6s4c07q3pp,3.039148671903068,14,1606000117173,8.717309451162329e-12,0.2335991726703987,3.914590747330961,425.4242424242424,-21.35603839851883,505.048785553701,0.5729235592945469,0.8860801050558109,7.850565681889789,13579443.115205426,moderate_bot,126.0,157,0,0,157,0,0
4h1710vfqecf0h4r5ns5tkv72t,1.8365916681089776,9,1606000053309,5.603984870023145e-12,0.1934448704076726,3.955901426718548,419.655737704918,-10.455651769280022,464.258326388974,0.9434091002658708,0.9410876132930514,5.993906264497816,30455312.62351848,moderate_bot,58.0,77,0,0,77,0,0
4j64bd6drdkbib7sfpaue62poi,3.3211043305784864,19,490169,3.876214122068103e-05,0.5136756035731174,0.672508661096393,2576.909090909091,-10.74596292867623,1136.6341120628792,-0.4358756224400648,0.989757681738696,0.2756550238321462,2.0005448090107736,advanced_bot,494.0,304,304,0,0,0,0
4m80gpjmc7m39n63ksnr40i6fo,3.640223928941848,15,1606001041394,9.33996903699395e-12,1.494483652496963,2.24849327770051,1395.6247422680412,-78.2556728302841,2876.423400837304,0.0409144882317193,0.925597609561753,1.5917932553774654,3278616.0234708814,human,1058.0,1048,1048,0,0,0,0
4mae49mh8va4g03vjatfn6np9b,3.2516291673878195,12,254755,4.7104080390963866e-05,1.3740941236776925,0.373134328358209,623.2578616352201,-171.9358877878821,4436.239095458759,0.0218269486833943,0.9293506493506494,0.0292961308888856,0.1314850922269943,human,255.0,182,0,0,0,182,0
4siqhlcume2me7ialjagodfeaa,2.6535442970305656,13,1606000115172,8.094644500450562e-12,0.3124757948302903,3.9729379588311504,413.1268115942029,-24.28229169937549,581.1725400042627,-0.5195297337477438,0.923125794155019,13.932250491873594,13351512.186671766,moderate_bot,124.0,150,0,0,150,0,0
55vbvsikr2l9bfeklmh8cumi5k,2.7534343861887822,14,1606000075224,8.717309678859961e-12,0.3081261719423995,4.079280940308827,404.5875706214689,-19.9965176981676,768.9424933224204,1.157589764714803,0.970384995064166,23.91199985070432,21287876.7766231,moderate_bot,80.0,107,0,0,107,0,0
5764gbg3t8mtql9553lu8kf2gi,2.8638651219508504,20,1606000157888,1.2453298900232592e-11,0.3400683499524796,3.928894927536232,420.4121037463977,-24.03497057511525,564.2201070612614,-0.4878828184924618,0.9252741647538892,12.751644136153264,10510677.598977728,moderate_bot,165.0,200,0,0,200,0,0
5c21arc60f2e89ghcan6ek4rv3,2.8225797618424893,15,1606000231419,9.339973747542102e-12,0.5019055641466399,0.2319940946957714,1207.5,-95.58066744135265,2740.7431152099234,0.0369435477829421,0.921875,0.2390207553878167,9909298.879181836,advanced_bot,234.0,262,0,0,0,262,0
5ee4b4pb3sfijdhpp5hcdvlctl,2.1258145836939097,12,1606000091092,7.471979650910603e-12,0.2347427337438337,3.958755293684405,405.9348837209303,-12.019514868905842,485.67164340787184,2.562190443550027,0.903143585386576,7.029183986702181,17343787.106568176,moderate_bot,100.0,124,0,0,124,0,0
5f7no8vabec3n4d414fgkvsql1,2.0403733936884945,11,1606000076425,6.8493147425536235e-12,0.2644076065056755,3.929747530186608,418.2625698324022,-21.120683047737334,592.0163010204551,-0.1212611923034254,0.9056420233463036,14.611888636326608,20593439.828161463,moderate_bot,82.0,105,0,0,105,0,0
5hv5h86d5hnph965gtsjskmtu0,2.2499999999999982,8,146316,5.46761803220427e-05,0.2692470295904241,4.158930560712959,1266.8125,-12.74523960034631,710.7843126075534,-0.2823002448333735,0.9830938292476754,45.55156866078104,2.352872430623983,moderate_bot,150.0,111,111,0,0,0,0
5ke7d1qpke4gbknkauee4runq1,3.095795255000931,11,1606000112891,6.849314587032396e-12,0.515934603403798,0.283607487237663,980.6666666666666,-91.14170990294085,2658.707501230328,0.0600486057105072,0.9511167298777918,0.2507768345342244,17907518.96354939,advanced_bot,116.0,138,0,138,0,0,0
5n0umenmhi0prg00139sh2111v,2.35353394857748,13,1606000056890,8.094644794206512e-12,0.3150220972626944,3.9531941808981657,426.088,-14.680674004405883,716.2149250510126,2.310189135919287,0.906,17.86889746492643,28279626.696601517,moderate_bot,61.0,88,0,0,88,0,0
5rr9dand0l9k30j3bb7jhskidi,4.055958151615117,23,1606001081823,1.432128549620421e-11,1.1259140568214654,2.039026529269897,9919.31182795699,-402.4710360745617,4623.883381996589,0.0537333649450163,0.8087478559176673,1.2004774797016975,25012085.807503626,human,1095.0,2164,2164,0,0,0,0
5t832mbt4eh6u8rj4k6sml78rk,3.18200581476021,14,1606000191306,8.717309048771155e-12,0.5085915879257743,0.2590673575129533,1144.85,-96.02136978830418,2679.057448079752,-0.0296989275179225,0.931811697574893,0.244537549502552,12201608.087432193,advanced_bot,194.0,223,0,223,0,0,0
62fp2u5etekvin0lrlmmq7ras2,2.570332619710572,19,1606000149522,1.1830634016849278e-11,0.2621475443127919,3.95005675368899,412.7729885057472,-17.14285481403249,562.5992255431678,0.2985862305568232,0.9117943548387096,13.73563795874942,10628863.37624588,moderate_bot,156.0,191,0,0,191,0,0
64grp6p1ob94ga6d6grls0ocg0,3.128085278891391,14,1606000106341,8.717309509958026e-12,0.2839671667030806,3.877519618402832,410.2380952380952,-22.896048336911228,593.4371325143408,1.131252966308801,0.904517453798768,12.42837943942499,14198316.652777778,moderate_bot,117.0,144,0,0,144,0,0
656v65u3buefq447rk141pj08c,2.732158891364568,11,346690,3.1728633649658194e-05,0.5095481888053752,0.9456264775413712,1887.1333333333332,-0.0575143441187744,1168.4265052733676,0.0192528428347552,1.0488958990536277,0.2454616105016148,2.246434624640653,advanced_bot,348.0,214,0,214,0,0,0
65jksu5rbgasntdo5kcspn140b,2.61057724333164,14,320179,4.372554102548887e-05,0.5105785469695733,0.8538587848932677,2220.5576923076924,-5.396715637213283,1175.776449215106,-0.0613125744855975,1.0113682501015022,0.3076949638767929,2.1310287502444747,advanced_bot,321.0,212,212,0,0,0,0
69pb8jcum0600139r70m1aqbrf,2.04022392894185,15,380572,3.941435523370085e-05,0.5024265698668025,0.6164537099305089,1605.0181818181818,1.3859826731628742,1141.3947148921295,0.0231064989601035,1.0026802465826856,0.2363328419632826,1.542740696198303,advanced_bot,382.0,239,0,239,0,0,0
6epdcnda98fpecfs85jtpdm8bs,2.9502120649147443,14,1606000226320,8.717308858716475e-12,0.5150645740794895,0.2126654064272211,1087.2777777777778,-46.25216301983442,2536.4891439891994,0.2137400808158828,0.9352879027997888,0.2412566386598617,11146198.995280564,advanced_bot,229.0,256,0,256,0,0,0
6erlvu5i411jk2mgv75rv363e7,2.450825794518086,12,1606000241370,7.471978951736265e-12,0.5214321104524982,0.2518557794273595,3698.631578947368,-98.49742724847658,2894.626096296448,0.0171959480866304,0.9380029806259316,0.2258998465893133,12269470.796797408,advanced_bot,244.0,269,0,269,0,0,0
